,Brand,Variety,Style,Country,Stars
2452,Shirakiku,Japanese Style Tokusen Karami,Pack,Japan,3.0
2453,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5.0
2454,Wai Wai,Minced Pork Soeng Kreung,Pack,Thailand,3.7
2455,Doll,Shrimp Wonton,Pack,Hong Kong,4.0
2456,Ottogi,Bekse Curry,Pack,South Korea,4.0
2457,Samyang,Beef,Pack,South Korea,4.0
2458,Ve Wong,Artificial Pork & Chicken,Pack,Taiwan,3.4
2459,Paldo,Bibim Men,Pack,South Korea,3.75
2460,Ottogi,Ramyonsari,Pack,South Korea,4.0
2461,Mama,Nam Vang,Pack,Thailand,3.6
2462,Ottogi,Miso Ramyun,Pack,South Korea,2.8
2463,Samyang,Kimchi,Pack,South Korea,2.9
2464,Nongshim,Hooroorook ,Pack,South Korea,4.0
2465,Ottogi,Jiajang Noodle,Pack,South Korea,3.75
2466,Ottogi,Odongtongmyon Seafood Spicy,Pack,South Korea,3.25
2467,Lucky Me!,Artificial Chicken,Pack,Philippines,1.5
2468,Mama,Pad Thai,Pack,Thailand,3.1
2469,Teriyaki Time,Ramen,Bowl,United States,2.0
2470,Ottogi,Pow Crunch Teriyaki,Pack,South Korea,1.1
2471,GreeNoodle,Tom Yum,Pack,Thailand,0.5
2472,Indomie,Special Fried Curly Noodle,Pack,Indonesia,5.0
2473,Maruchan,Ramen Noodle Soup Chicken,Pack,United States,2.0
2474,Ve Wong,Vegetarian Flavor,Pack,Taiwan,3.0
2475,Indomie,Soto Mie,Pack,Indonesia,1.5
2476,Ve Wong,Artificial Sesame Chicken,Pack,Taiwan,4.25
2477,Unif / Tung-I,Artificial Chinese Beef,Pack,Taiwan,2.85
2478,Ve Wong,Kung Fu Artificial Onion,Pack,Taiwan,2.75
2479,Unif / Tung-I,Chah Chiang,Pack,Taiwan,2.5
2480,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,2.5
2481,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Pack,Vietnam,3.75
2482,Wei Lih,Artificial Beef Flavor,Pack,Taiwan,1.0
2483,Mama,Artificial Chicken,Pack,Thailand,2.5
2484,Payless,Xtra Big Original Pancit Canton,Pack,Philippines,4.5
2485,Fashion Food,Tom Yum Seafood Creamy,Bowl,Thailand,2.0
2486,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,2.75
2487,Long Kow,Crystal Noodle Six Kinds Of Mushrooms,Pack,China,2.3
2488,Unif,100 Artificial Stewed Pork Chop,Pack,Taiwan,3.2
2489,Paldo,South Korean Noodle Chicken,Pack,South Korea,3.25
2490,Wai Wai,Tom Yum Shrimp Cream Soup,Pack,Thailand,2.75
2491,Unif / Tung-I,Onion Flavor,Pack,Taiwan,3.65
2492,Nissin,Demae Ramen Sesame,Pack,Japan,3.75
2493,Samyang,Kalgug-Su Assorted Clam,Pack,South Korea,1.8
2494,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,2.0
2495,Nissin,Demae Ramen Miso,Pack,Japan,2.75
2496,Unif / Tung-I,Artificial Spicy Beef,Pack,Taiwan,3.5
2497,Unif / Tung-I,Artificial Chicken,Pack,Taiwan,3.5
2498,Sapporo Ichiban,Kitsune Udon,Pack,Japan,3.25
2499,Nissin,Demae Ramen Seafood,Pack,Japan,2.5
2500,Nissin,Demae Ramen Prawn,Pack,Japan,3.25
2501,Indomie,Meatball Flavor,Pack,Indonesia,2.5
2502,Indomie,Mi Goreng Rendang,Pack,Indonesia,4.5
2503,Nissin,Demae Ramen Shoyu,Pack,Japan,4.0
2504,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5
2505,Nissin,Demae Ramen Tonkatsu Artificial Pork,Pack,Japan,3.5
2506,Nissin,Demae Ramen Satay,Pack,Japan,2.5
2507,Nissin,Demae Ramen XO Sauce Seafood,Pack,Japan,4.0
2508,Baijia,Spicy Fei- Chang Sweet Potato Noodle,Pack,China,1.75
2509,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,Taiwan,4.0
2510,Maruchan,Ramen Noodle Soup Lime Chili Shrimp,Pack,United States,2.0
2511,Maruchan,Ramen Noodle Soup Pork,Pack,United States,4.0
2512,Nissin,Top Ramen Oriental,Pack,United States,2.5
2513,Sapporo Ichiban,Chicken Flavor,Pack,United States,3.5
2514,Nissin,Souper Meal Chicken Flavor With Vegetable Medley,Bowl,Japan,3.0
2515,Maggi,Rice Noodle Mania Lemon Masala,Pack,India,1.5
2516,Maggi,2 Minute Noodles Curry,Pack,India,2.5
2517,Maggi,Vegetable Atta Noodles Masala,Pack,India,2.0
2518,Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,India,3.5
2519,Ve Wong,A-One Bun Tom Shrimp,Pack,Taiwan,3.0
2520,Doll,Instant Fried Noodles With Chili Sauce,Tray,Hong Kong,3.0
2521,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1.0
2522,Hua Feng Noodle Expert,Favoury Pork Flavor,Pack,China,1.0
2523,Hua Feng Noodle Expert,Spicy Seafood Flavor,Pack,China,3.0
2524,Indomie,Chicken,Cup,Indonesia,2.0
2525,Indomie,Chicken Curry,Pack,Indonesia,4.0
2526,Indomie,Curly Noodles With Grilled Chicken,Pack,Indonesia,5.0
2527,Indomie,Mi Goreng,Pack,Indonesia,5.0
2528,Indomie,Mi Goreng Pedas Hot,Pack,Indonesia,4.5
2529,Indomie,Shrimp Flavor,Pack,Indonesia,3.0
2530,Indomie,Mi Goreng Jumbo Barbecue Chicken,Pack,Indonesia,5.0
2531,Indomie,Mi Goreng Jumbo Meatball,Pack,Indonesia,3.0
2532,Indomie,Mi Goreng Sate,Pack,Indonesia,5.0
2533,Indomie,Special Chicken,Pack,Indonesia,4.25
2534,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,Taiwan,0.0
2535,Ve Wong,Kung-Fu Chicken Flavor,Pack,Vietnam,2.75
2536,Little Cook,Pork Mustard Stem,Bowl,Thailand,0.5
2537,Lucky Me!,Pancit Canton Chili Mansi,Pack,Philippines,3.0
2538,Lucky Me!,Supreme Bulalo Flavor,Bowl,Philippines,3.0
2539,Lucky Me!,Pancit Canton Citrus Flavor,Pack,Philippines,3.0
2540,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,Philippines,3.0
2541,Lucky Me!,Itnok,Pack,Philippines,3.0
2542,Mama,Chand Clear Soup,Pack,Thailand,3.0
2543,Maruchan,Ramen Noodle Soup Shrimp,Pack,United States,2.0
2544,Koka,Mi Hai Tom Prawn,Pack,Singapore,3.75
2545,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,3.5
2546,Myojo,Ippeichan Yakisoba,Tray,Japan,4.0
2547,Myojo,Special Duck,Pack,Japan,1.0
2548,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,3.5
2549,Nissin,Chikin Ramen,Pack,Japan,5.0
2550,Nissin,Demae Ramen Curry Flavor,Pack,Japan,4.0
2551,Nissin,Soba Noodles With Mayo Mustard Squirt,Pack,Japan,4.0
2552,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,3.0
2553,Nissin,Demae Ramen Spicy Seafood With Chili Pepper,Pack,Japan,2.0
2554,Nissin,Top Ramen Creamy Chicken,Pack,United States,4.5
2555,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75
2556,Nongshim,Champong Oriental Noodles,Pack,South Korea,4.0
2557,Nongshim,Neoguri (Seafood'n'Spicy),Pack,South Korea,3.5
2558,Nongshim,Shin Ramyun,Pack,South Korea,4.0
2559,Ottogi,Jin Ramen (Hot Taste),Pack,South Korea,3.5
2560,Quickchow,Pancit Palabok,Pack,Philippines,2.5
2561,Samyang,Kalgug-Su (Spicy),Pack,South Korea,3.5
2562,Samyang,Pojangmacha U-dong,Pack,South Korea,2.5
2563,Samyang,Hot,Pack,South Korea,3.5
2564,Sapporo Ichiban,Chow Mein,Pack,Japan,5.0
2565,Sapporo Ichiban,Shrimp Flavor,Pack,Japan,2.5
2566,Six Fortune,Chicken Flavor Instant Soup Noodle,Pack,South Korea,2.0
2567,Smack,Vegetable Beef,Pack,United States,1.5
2568,Sutah,Cup Noodle,Cup,South Korea,2.0
2569,Tung-I,Chinese Beef Instant Rice Noodle,Pack,Taiwan,3.0
2570,Ve Wong,Mushroom Pork,Pack,Vietnam,1.0
2571,Vifon,Nam Vang,Pack,Vietnam,2.5
2572,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,Vietnam,3.5
2573,Wai Wai,Oriental Style Instant Noodles,Pack,Thailand,1.0
2574,Wai Wai,Tom Yum Shrimp,Pack,Thailand,2.0
2575,Wai Wai,Tom Yum Chili Flavor,Pack,Thailand,2.0
2576,Westbrae,Miso Ramen,Pack,United States,0.5
